"workerid","A","B","percent","read_and_decide_time","quant","read_time_one","response","qq","percent_cat","resp","rt_too_quick"
38,"""pluset""","""stubad""",33,1309,"Fewer than half",1728,"true","Fewer than half","26-40",0,FALSE
38,"""tiklet""","""hullaw""",38,1430,"More than half",1159,"false","More than half","26-40",0,FALSE
38,"""awplor""","""fasees""",83,1009,"Few",1186,"false","Few","76-100",1,FALSE
38,"""fleeve""","""scalfs""",21,1306,"Few",1566,"true","Few","1-25",0,FALSE
38,"""cather""","""funder""",47,1234,"Most",1676,"false","Most","41-50",0,FALSE
38,"""umpond""","""marire""",65,1410,"Few",1942,"false","Few","61-75",1,FALSE
38,"""coamin""","""mucond""",40,972,"More than half",1433,"false","More than half","26-40",0,FALSE
38,"""clidge""","""hensly""",62,954,"Many",1205,"true","Many","61-75",1,FALSE
38,"""middor""","""drooty""",25,911,"Many",1023,"false","Many","1-25",0,FALSE
38,"""zetten""","""unfobs""",95,935,"Many",1027,"true","Many","76-100",1,FALSE
38,"""tecker""","""biller""",43,833,"Few",996,"false","Few","41-50",1,FALSE
38,"""devole""","""sholly""",75,894,"More than half",1486,"true","More than half","61-75",1,FALSE
38,"""ingell""","""nalill""",24,897,"Fewer than half",1411,"true","Fewer than half","1-25",0,FALSE
38,"""gukbar""","""soarse""",49,885,"More than half",2561,"false","More than half","41-50",0,FALSE
38,"""pliper""","""sesare""",49,692,"Most",1221,"false","Most","41-50",0,FALSE
38,"""monter""","""melelt""",61,1736,"Few",1476,"false","Few","61-75",1,FALSE
38,"""shurry""","""preser""",15,1037,"More than half",1259,"false","More than half","1-25",0,FALSE
38,"""coppar""","""hunene""",12,1146,"Fewer than half",1403,"true","Fewer than half","1-25",0,FALSE
38,"""schook""","""jabant""",92,835,"Few",1596,"false","Few","76-100",1,FALSE
38,"""ancits""","""smeath""",79,821,"Fewer than half",1413,"false","Fewer than half","76-100",1,FALSE
38,"""chulks""","""vulhor""",22,934,"Many",1605,"false","Many","1-25",0,FALSE
38,"""chevel""","""podden""",83,1121,"Many",1820,"true","Many","76-100",1,FALSE
38,"""pliper""","""sesare""",49,1140,"Fewer than half",1393,"true","Fewer than half","41-50",0,FALSE
38,"""cosutz""","""spover""",87,1188,"Many",1215,"true","Many","76-100",1,FALSE
38,"""jallem""","""sildal""",20,1483,"Most",1179,"false","Most","1-25",0,FALSE
38,"""dorder""","""coggon""",34,809,"Most",2125,"false","Most","26-40",0,FALSE
38,"""beckel""","""racual""",37,1974,"Many",1183,"true","Many","26-40",1,FALSE
38,"""chulks""","""vulhor""",95,1006,"Fewer than half",1179,"false","Fewer than half","76-100",1,FALSE
38,"""coamin""","""mucond""",51,721,"Few",1145,"false","Few","51-60",1,FALSE
38,"""chadop""","""shaple""",9,1474,"Many",1159,"false","Many","1-25",0,FALSE
38,"""shurry""","""preser""",48,2082,"Few",1414,"false","Few","41-50",1,FALSE
38,"""mecket""","""plumry""",66,1016,"Most",1899,"true","Most","61-75",1,FALSE
38,"""gukbar""","""soarse""",98,772,"Most",1484,"true","Most","76-100",1,FALSE
38,"""boddle""","""molill""",78,844,"Many",1521,"true","Many","76-100",1,FALSE
42,"""middor""","""drooty""",35,2269,"More than half",1451,"false","More than half","26-40",0,FALSE
42,"""jallem""","""sildal""",24,2027,"Fewer than half",1632,"true","Fewer than half","1-25",0,FALSE
42,"""isbant""","""unairs""",87,1388,"More than half",1075,"true","More than half","76-100",1,FALSE
42,"""beckel""","""racual""",66,2469,"Many",1710,"true","Many","61-75",1,FALSE
42,"""coamin""","""mucond""",61,1887,"Few",3570,"false","Few","61-75",1,FALSE
42,"""puggle""","""entand""",64,2276,"Few",3236,"false","Few","61-75",1,FALSE
42,"""chadop""","""shaple""",47,2036,"Most",1029,"false","Most","41-50",0,FALSE
42,"""coppar""","""hunene""",57,2420,"Most",1728,"false","Most","51-60",0,FALSE
42,"""coamin""","""mucond""",62,1577,"Many",1212,"true","Many","61-75",1,FALSE
42,"""hadder""","""ollidy""",61,1131,"Few",1099,"false","Few","61-75",1,FALSE
42,"""coamin""","""mucond""",90,1291,"Fewer than half",1639,"false","Fewer than half","76-100",1,FALSE
42,"""devole""","""sholly""",92,1882,"More than half",109,"true","More than half","76-100",1,FALSE
42,"""puctor""","""recure""",83,1810,"Few",812,"false","Few","76-100",1,FALSE
42,"""tecker""","""biller""",5,1552,"Few",897,"true","Few","1-25",0,FALSE
42,"""devole""","""sholly""",34,1987,"Fewer than half",982,"true","Fewer than half","26-40",0,FALSE
42,"""shamer""","""bloifs""",26,1641,"More than half",1128,"false","More than half","26-40",0,FALSE
42,"""schook""","""jabant""",15,1076,"Many",1129,"false","Many","1-25",0,FALSE
42,"""zetten""","""unfobs""",64,919,"Fewer than half",984,"false","Fewer than half","61-75",1,FALSE
42,"""ingell""","""nalill""",68,1959,"Most",1156,"true","Most","61-75",1,FALSE
42,"""beckel""","""racual""",73,1291,"Fewer than half",1002,"false","Fewer than half","61-75",1,FALSE
42,"""bameta""","""unzast""",88,886,"Few",1700,"false","Few","76-100",1,FALSE
42,"""pirter""","""secent""",53,1750,"Few",2684,"false","Few","51-60",1,FALSE
42,"""bameta""","""unzast""",97,2109,"Most",1888,"true","Most","76-100",1,FALSE
42,"""beckel""","""racual""",26,940,"Most",168,"false","Most","26-40",0,FALSE
42,"""zetten""","""unfobs""",8,1939,"More than half",1018,"false","More than half","1-25",0,FALSE
42,"""awplor""","""fasees""",8,968,"Many",1558,"false","Many","1-25",0,FALSE
42,"""tiklet""","""hullaw""",4,1024,"Most",138,"false","Most","1-25",0,FALSE
42,"""dorder""","""coggon""",3,2474,"Fewer than half",920,"true","Fewer than half","1-25",0,FALSE
42,"""umpond""","""marire""",59,1491,"Many",672,"true","Many","51-60",1,FALSE
42,"""birler""","""enciad""",29,2311,"Fewer than half",2104,"true","Fewer than half","26-40",0,FALSE
42,"""chadop""","""shaple""",79,1035,"Fewer than half",783,"false","Fewer than half","76-100",1,FALSE
42,"""padnet""","""fanely""",33,1382,"Few",1179,"true","Few","26-40",0,FALSE
42,"""hadder""","""ollidy""",24,2162,"More than half",2628,"false","More than half","1-25",0,FALSE
42,"""pengyl""","""sedest""",38,2365,"Few",1107,"true","Few","26-40",0,FALSE
42,"""boddle""","""molill""",6,1508,"Few",1449,"true","Few","1-25",0,FALSE
42,"""monter""","""melelt""",60,1888,"Many",1876,"true","Many","51-60",1,FALSE
42,"""clidge""","""hensly""",10,876,"More than half",1464,"false","More than half","1-25",0,FALSE
42,"""pobbit""","""spippy""",89,2482,"Most",1440,"true","Most","76-100",1,FALSE
42,"""raster""","""movell""",80,1448,"More than half",180,"true","More than half","76-100",1,FALSE
42,"""padnet""","""fanely""",84,1516,"More than half",1112,"true","More than half","76-100",1,FALSE
42,"""cather""","""funder""",17,1307,"Few",860,"true","Few","1-25",0,FALSE
42,"""pengyl""","""sedest""",46,1428,"Most",1316,"false","Most","41-50",0,FALSE
42,"""pobbit""","""spippy""",72,1174,"More than half",1398,"true","More than half","61-75",1,FALSE
42,"""gukbar""","""soarse""",14,1777,"Many",1098,"false","Many","1-25",0,FALSE
42,"""bameta""","""unzast""",93,1718,"Many",1610,"true","Many","76-100",1,FALSE
42,"""chevel""","""podden""",79,1005,"Most",1276,"true","Most","76-100",1,FALSE
42,"""dorder""","""coggon""",61,1250,"More than half",1430,"true","More than half","61-75",1,FALSE
42,"""bemble""","""squank""",18,1062,"Few",2236,"true","Few","1-25",0,FALSE
42,"""chevel""","""podden""",16,850,"Fewer than half",980,"true","Fewer than half","1-25",0,FALSE
42,"""coppar""","""hunene""",77,1167,"More than half",1060,"true","More than half","76-100",1,FALSE
42,"""pliper""","""sesare""",96,724,"Most",949,"true","Most","76-100",1,FALSE
42,"""strant""","""potind""",74,1494,"Fewer than half",1062,"false","Fewer than half","61-75",1,FALSE
42,"""boddle""","""molill""",5,1894,"Fewer than half",1390,"true","Fewer than half","1-25",0,FALSE
42,"""coppar""","""hunene""",63,740,"Few",1044,"false","Few","61-75",1,FALSE
42,"""kustle""","""reshix""",47,1166,"Many",756,"true","Many","41-50",1,FALSE
42,"""pirter""","""secent""",48,1584,"Many",974,"true","Many","41-50",1,FALSE
42,"""fleeve""","""scalfs""",71,1224,"Fewer than half",1086,"false","Fewer than half","61-75",1,FALSE
42,"""tiklet""","""hullaw""",47,2178,"Few",1018,"false","Few","41-50",1,FALSE
42,"""shrile""","""athoid""",20,1078,"More than half",1306,"false","More than half","1-25",0,FALSE
42,"""umpond""","""marire""",78,872,"Few",4404,"false","Few","76-100",1,FALSE
42,"""tecker""","""biller""",81,742,"Many",782,"true","Many","76-100",1,FALSE
42,"""middor""","""drooty""",29,1032,"Many",768,"false","Many","26-40",0,FALSE
42,"""umpond""","""marire""",64,2110,"Most",946,"false","Most","61-75",0,FALSE
42,"""birler""","""enciad""",60,999,"Few",1026,"false","Few","51-60",1,FALSE
42,"""puctor""","""recure""",37,1532,"Many",822,"false","Many","26-40",0,FALSE
42,"""cather""","""funder""",69,958,"More than half",886,"true","More than half","61-75",1,FALSE
42,"""isbant""","""unairs""",81,931,"Many",760,"true","Many","76-100",1,FALSE
42,"""bemble""","""squank""",27,1699,"Fewer than half",933,"true","Fewer than half","26-40",0,FALSE
42,"""pluset""","""stubad""",44,874,"Few",1214,"false","Few","41-50",1,FALSE
42,"""cosutz""","""spover""",67,982,"Fewer than half",1107,"false","Fewer than half","61-75",1,FALSE
42,"""puggle""","""entand""",28,1705,"Most",949,"false","Most","26-40",0,FALSE
42,"""mecket""","""plumry""",55,1167,"Fewer than half",883,"false","Fewer than half","51-60",1,FALSE
42,"""mecket""","""plumry""",56,2336,"Many",894,"true","Many","51-60",1,FALSE
42,"""puggle""","""entand""",52,1459,"Fewer than half",811,"false","Fewer than half","51-60",1,FALSE
42,"""kustle""","""reshix""",56,928,"Fewer than half",915,"false","Fewer than half","51-60",1,FALSE
42,"""gukbar""","""soarse""",31,915,"More than half",780,"false","More than half","26-40",0,FALSE
42,"""tecker""","""biller""",46,1329,"Fewer than half",830,"true","Fewer than half","41-50",0,FALSE
42,"""shamer""","""bloifs""",7,874,"Most",891,"false","Most","1-25",0,FALSE
42,"""shurry""","""preser""",95,1314,"Many",1002,"true","Many","76-100",1,FALSE
42,"""puggle""","""entand""",43,1354,"More than half",962,"false","More than half","41-50",0,FALSE
42,"""pliper""","""sesare""",73,880,"More than half",1498,"true","More than half","61-75",1,FALSE
42,"""ingell""","""nalill""",59,606,"Few",886,"false","Few","51-60",1,FALSE
42,"""devole""","""sholly""",62,787,"Most",802,"false","Most","61-75",0,FALSE
42,"""russer""","""huttle""",25,815,"Many",693,"false","Many","1-25",0,FALSE
42,"""raster""","""movell""",15,2158,"Few",696,"true","Few","1-25",0,FALSE
42,"""zetten""","""unfobs""",55,2434,"Many",1096,"true","Many","51-60",1,FALSE
42,"""chevel""","""podden""",51,822,"More than half",918,"true","More than half","51-60",1,FALSE
42,"""spunge""","""wenple""",21,1140,"More than half",947,"false","More than half","1-25",0,FALSE
42,"""kustle""","""reshix""",11,887,"More than half",960,"false","More than half","1-25",0,FALSE
42,"""shurry""","""preser""",18,2092,"Few",815,"true","Few","1-25",0,FALSE
42,"""chadop""","""shaple""",3,785,"Few",1052,"true","Few","1-25",0,FALSE
42,"""werner""","""hurmer""",36,974,"Most",638,"false","Most","26-40",0,FALSE
42,"""boddle""","""molill""",58,1246,"Most",717,"false","Most","51-60",0,FALSE
42,"""jallem""","""sildal""",75,967,"Few",713,"false","Few","61-75",1,FALSE
42,"""pirter""","""secent""",19,768,"Fewer than half",814,"true","Fewer than half","1-25",0,FALSE
42,"""menner""","""nandow""",53,1486,"More than half",774,"true","More than half","51-60",1,FALSE
42,"""fleeve""","""scalfs""",6,1024,"Most",1254,"false","Most","1-25",0,FALSE
42,"""padnet""","""fanely""",6,968,"Many",1056,"false","Many","1-25",0,FALSE
42,"""hadder""","""ollidy""",40,774,"Most",646,"false","Most","26-40",0,FALSE
42,"""pengyl""","""sedest""",34,2203,"More than half",116,"false","More than half","26-40",0,FALSE
42,"""cather""","""funder""",52,1253,"Many",227,"true","Many","51-60",1,FALSE
42,"""ingell""","""nalill""",43,1451,"Fewer than half",860,"true","Fewer than half","41-50",0,FALSE
42,"""isbant""","""unairs""",44,1069,"Fewer than half",931,"true","Fewer than half","41-50",0,FALSE
42,"""pliper""","""sesare""",14,766,"Fewer than half",850,"false","Fewer than half","1-25",1,FALSE
42,"""schook""","""jabant""",29,1054,"Most",2066,"false","Most","26-40",0,FALSE
42,"""sporer""","""firtly""",35,1652,"Fewer than half",985,"true","Fewer than half","26-40",0,FALSE
42,"""chevel""","""podden""",23,1666,"Few",1018,"true","Few","1-25",0,FALSE
42,"""hadder""","""ollidy""",58,817,"Fewer than half",1082,"false","Fewer than half","51-60",1,FALSE
42,"""mecket""","""plumry""",28,892,"Few",802,"true","Few","26-40",0,FALSE
42,"""monter""","""melelt""",34,908,"Most",941,"false","Most","26-40",0,FALSE
42,"""pengyl""","""sedest""",79,878,"Many",976,"true","Many","76-100",1,FALSE
42,"""chevel""","""podden""",25,2165,"Many",747,"false","Many","1-25",0,FALSE
42,"""awplor""","""fasees""",71,772,"Most",784,"true","Most","61-75",1,FALSE
42,"""menner""","""nandow""",38,768,"Fewer than half",834,"true","Fewer than half","26-40",0,FALSE
42,"""cosutz""","""spover""",49,1170,"Few",1058,"false","Few","41-50",1,FALSE
42,"""cosutz""","""spover""",12,756,"More than half",959,"false","More than half","1-25",0,FALSE
42,"""pobbit""","""spippy""",15,2240,"Fewer than half",710,"true","Fewer than half","1-25",0,FALSE
42,"""schook""","""jabant""",96,908,"Few",2462,"false","Few","76-100",1,FALSE
42,"""ancits""","""smeath""",80,926,"Fewer than half",934,"false","Fewer than half","76-100",1,FALSE
42,"""umpond""","""marire""",52,1214,"More than half",870,"true","More than half","51-60",1,FALSE
42,"""menner""","""nandow""",82,986,"Most",785,"true","Most","76-100",1,FALSE
42,"""puggle""","""entand""",66,930,"Many",690,"true","Many","61-75",1,FALSE
42,"""strant""","""potind""",32,871,"Most",930,"false","Most","26-40",0,FALSE
42,"""zetten""","""unfobs""",18,1240,"Most",915,"false","Most","1-25",0,FALSE
42,"""raster""","""movell""",52,1495,"Most",999,"false","Most","51-60",0,FALSE
42,"""shrile""","""athoid""",84,819,"Few",939,"false","Few","76-100",1,FALSE
42,"""boddle""","""molill""",31,1185,"Many",1013,"false","Many","26-40",0,FALSE
42,"""chadop""","""shaple""",40,1165,"More than half",1514,"false","More than half","26-40",0,FALSE
42,"""schook""","""jabant""",81,792,"Fewer than half",925,"false","Fewer than half","76-100",1,FALSE
42,"""coppar""","""hunene""",8,1338,"Fewer than half",3307,"true","Fewer than half","1-25",0,FALSE
42,"""fleeve""","""scalfs""",47,905,"More than half",881,"false","More than half","41-50",0,FALSE
42,"""shurry""","""preser""",19,677,"Most",856,"false","Most","1-25",0,FALSE
42,"""birler""","""enciad""",18,867,"Many",786,"false","Many","1-25",0,FALSE
42,"""spunge""","""wenple""",88,1052,"Many",761,"true","Many","76-100",1,FALSE
42,"""chulks""","""vulhor""",69,1391,"Fewer than half",2759,"false","Fewer than half","61-75",1,FALSE
42,"""fleeve""","""scalfs""",20,1758,"Many",1006,"false","Many","1-25",0,FALSE
42,"""chulks""","""vulhor""",8,836,"Most",820,"false","Most","1-25",0,FALSE
42,"""shurry""","""preser""",86,1248,"Fewer than half",879,"false","Fewer than half","76-100",1,FALSE
42,"""strant""","""potind""",93,998,"Many",1122,"true","Many","76-100",1,FALSE
42,"""cosutz""","""spover""",38,1025,"Many",1050,"false","Many","26-40",0,FALSE
42,"""padnet""","""fanely""",88,780,"Most",931,"true","Most","76-100",1,FALSE
42,"""coamin""","""mucond""",10,725,"Most",762,"false","Most","1-25",0,FALSE
42,"""russer""","""huttle""",87,996,"Most",851,"true","Most","76-100",1,FALSE
42,"""awplor""","""fasees""",32,1005,"Fewer than half",839,"true","Fewer than half","26-40",0,FALSE
42,"""gukbar""","""soarse""",45,1490,"Most",1079,"false","Most","41-50",0,FALSE
42,"""zetten""","""unfobs""",21,1425,"Few",1724,"true","Few","1-25",0,FALSE
42,"""chulks""","""vulhor""",73,794,"Few",1598,"false","Few","61-75",1,FALSE
42,"""pliper""","""sesare""",17,874,"Many",908,"false","Many","1-25",0,FALSE
42,"""ancits""","""smeath""",49,859,"Most",985,"false","Most","41-50",0,FALSE
42,"""isbant""","""unairs""",86,876,"Most",721,"true","Most","76-100",1,FALSE
42,"""beckel""","""racual""",28,1345,"Few",1617,"false","Few","26-40",1,FALSE
42,"""shurry""","""preser""",2,1141,"More than half",1331,"false","More than half","1-25",0,FALSE
42,"""kustle""","""reshix""",11,1023,"Few",1029,"true","Few","1-25",0,FALSE
42,"""ingell""","""nalill""",17,778,"Many",1620,"false","Many","1-25",0,FALSE
42,"""middor""","""drooty""",78,1491,"Fewer than half",868,"false","Fewer than half","76-100",1,FALSE
42,"""shrile""","""athoid""",14,891,"Many",735,"false","Many","1-25",0,FALSE
42,"""spunge""","""wenple""",43,983,"Most",792,"false","Most","41-50",0,FALSE
42,"""sporer""","""firtly""",57,1075,"More than half",769,"true","More than half","51-60",1,FALSE
42,"""tecker""","""biller""",63,1096,"More than half",882,"true","More than half","61-75",1,FALSE
42,"""cather""","""funder""",60,910,"Most",262,"true","Most","51-60",1,FALSE
42,"""schook""","""jabant""",29,835,"More than half",1022,"false","More than half","26-40",0,FALSE
42,"""puctor""","""recure""",10,1169,"Fewer than half",1147,"true","Fewer than half","1-25",0,FALSE
42,"""bemble""","""squank""",58,1154,"Many",1212,"true","Many","51-60",1,FALSE
42,"""jallem""","""sildal""",78,812,"More than half",1222,"true","More than half","76-100",1,FALSE
42,"""strant""","""potind""",36,752,"More than half",910,"false","More than half","26-40",0,FALSE
42,"""spunge""","""wenple""",68,694,"Fewer than half",833,"false","Fewer than half","61-75",1,FALSE
42,"""ancits""","""smeath""",22,1259,"Many",736,"false","Many","1-25",0,FALSE
42,"""devole""","""sholly""",15,1427,"Few",931,"true","Few","1-25",0,FALSE
42,"""middor""","""drooty""",78,665,"Few",814,"false","Few","76-100",1,FALSE
42,"""pirter""","""secent""",91,629,"More than half",676,"true","More than half","76-100",1,FALSE
42,"""tiklet""","""hullaw""",97,892,"Fewer than half",728,"false","Fewer than half","76-100",1,FALSE
42,"""boddle""","""molill""",71,853,"More than half",674,"true","More than half","61-75",1,FALSE
42,"""fleeve""","""scalfs""",62,810,"Few",700,"false","Few","61-75",1,FALSE
42,"""puctor""","""recure""",54,906,"More than half",674,"true","More than half","51-60",1,FALSE
42,"""werner""","""hurmer""",51,1075,"Many",746,"true","Many","51-60",1,FALSE
42,"""tecker""","""biller""",75,842,"Most",651,"true","Most","61-75",1,FALSE
42,"""monter""","""melelt""",70,917,"Fewer than half",995,"false","Fewer than half","61-75",1,FALSE
42,"""gukbar""","""soarse""",93,987,"Fewer than half",1079,"false","Fewer than half","76-100",1,FALSE
42,"""awplor""","""fasees""",95,608,"More than half",860,"false","More than half","76-100",0,FALSE
42,"""dorder""","""coggon""",38,1157,"Few",2345,"true","Few","26-40",0,FALSE
42,"""umpond""","""marire""",36,1130,"Fewer than half",879,"true","Fewer than half","26-40",0,FALSE
42,"""shrile""","""athoid""",66,1412,"Fewer than half",818,"false","Fewer than half","61-75",1,FALSE
42,"""clidge""","""hensly""",89,935,"Fewer than half",1308,"false","Fewer than half","76-100",1,FALSE
42,"""pluset""","""stubad""",90,954,"More than half",1092,"true","More than half","76-100",1,FALSE
42,"""bemble""","""squank""",66,743,"More than half",840,"true","More than half","61-75",1,FALSE
42,"""padnet""","""fanely""",49,1438,"Fewer than half",820,"true","Fewer than half","41-50",0,FALSE
42,"""bameta""","""unzast""",9,1836,"Fewer than half",32,"true","Fewer than half","1-25",0,FALSE
42,"""pluset""","""stubad""",21,928,"Many",1891,"false","Many","1-25",0,FALSE
42,"""cather""","""funder""",47,958,"Fewer than half",2755,"true","Fewer than half","41-50",0,FALSE
42,"""clidge""","""hensly""",33,770,"Most",1044,"false","Most","26-40",0,FALSE
42,"""shamer""","""bloifs""",51,862,"Fewer than half",1036,"false","Fewer than half","51-60",1,FALSE
42,"""birler""","""enciad""",74,1290,"Most",848,"true","Most","61-75",1,FALSE
42,"""bemble""","""squank""",84,828,"Most",1208,"true","Most","76-100",1,FALSE
42,"""chulks""","""vulhor""",95,752,"Many",956,"true","Many","76-100",1,FALSE
42,"""chulks""","""vulhor""",41,768,"More than half",1206,"false","More than half","41-50",0,FALSE
42,"""pluset""","""stubad""",31,1740,"Fewer than half",884,"true","Fewer than half","26-40",0,FALSE
42,"""ancits""","""smeath""",32,678,"More than half",966,"false","More than half","26-40",0,FALSE
42,"""awplor""","""fasees""",88,1028,"Few",754,"false","Few","76-100",1,FALSE
42,"""pliper""","""sesare""",66,1144,"Few",862,"false","Few","61-75",1,FALSE
42,"""kustle""","""reshix""",24,1054,"Most",892,"false","Most","1-25",0,FALSE
42,"""menner""","""nandow""",58,2176,"Many",1008,"true","Many","51-60",1,FALSE
42,"""russer""","""huttle""",33,1286,"Fewer than half",870,"true","Fewer than half","26-40",0,FALSE
42,"""spunge""","""wenple""",62,924,"Few",3403,"false","Few","61-75",1,FALSE
42,"""werner""","""hurmer""",92,532,"Fewer than half",1022,"false","Fewer than half","76-100",1,FALSE
42,"""mecket""","""plumry""",15,600,"Most",1013,"false","Most","1-25",0,FALSE
42,"""coamin""","""mucond""",18,938,"More than half",864,"false","More than half","1-25",0,FALSE
42,"""sporer""","""firtly""",83,914,"Most",1074,"true","Most","76-100",1,FALSE
42,"""ingell""","""nalill""",68,1502,"More than half",866,"true","More than half","61-75",1,FALSE
42,"""jallem""","""sildal""",65,2190,"Most",1206,"true","Most","61-75",1,FALSE
42,"""pobbit""","""spippy""",53,638,"Few",944,"false","Few","51-60",1,FALSE
42,"""puctor""","""recure""",81,884,"Most",921,"false","Most","76-100",0,FALSE
42,"""werner""","""hurmer""",7,973,"More than half",1279,"false","More than half","1-25",0,FALSE
42,"""gukbar""","""soarse""",28,1530,"Few",1090,"true","Few","26-40",0,FALSE
42,"""monter""","""melelt""",9,670,"More than half",994,"false","More than half","1-25",0,FALSE
42,"""sporer""","""firtly""",75,1120,"Many",1472,"true","Many","61-75",1,FALSE
42,"""beckel""","""racual""",3,752,"More than half",1160,"false","More than half","1-25",0,FALSE
42,"""bameta""","""unzast""",98,919,"More than half",806,"true","More than half","76-100",1,FALSE
42,"""dorder""","""coggon""",72,730,"Most",1247,"true","Most","61-75",1,FALSE
44,"""werner""","""hurmer""",8,1200,"Most",2602,"false","Most","1-25",0,FALSE
44,"""cather""","""funder""",84,2473,"Few",2386,"false","Few","76-100",1,FALSE
44,"""middor""","""drooty""",74,1586,"Few",2429,"false","Few","61-75",1,FALSE
44,"""schook""","""jabant""",80,1699,"Few",2012,"false","Few","76-100",1,FALSE
44,"""sporer""","""firtly""",70,902,"Fewer than half",3342,"false","Fewer than half","61-75",1,FALSE
44,"""clidge""","""hensly""",4,1859,"More than half",2846,"false","More than half","1-25",0,FALSE
44,"""pliper""","""sesare""",54,1718,"Fewer than half",1862,"false","Fewer than half","51-60",1,FALSE
44,"""chulks""","""vulhor""",27,1425,"More than half",2129,"false","More than half","26-40",0,FALSE
44,"""gukbar""","""soarse""",20,2016,"Fewer than half",3458,"true","Fewer than half","1-25",0,FALSE
44,"""ancits""","""smeath""",5,1180,"Most",2247,"false","Most","1-25",0,FALSE
44,"""beckel""","""racual""",73,1702,"Many",2415,"true","Many","61-75",1,FALSE
44,"""chevel""","""podden""",66,2073,"Most",2062,"true","Most","61-75",1,FALSE
44,"""schook""","""jabant""",11,2003,"Fewer than half",1412,"true","Fewer than half","1-25",0,FALSE
44,"""jallem""","""sildal""",80,1359,"Most",1492,"true","Most","76-100",1,FALSE
44,"""umpond""","""marire""",92,1162,"Few",1749,"false","Few","76-100",1,FALSE
44,"""devole""","""sholly""",86,1108,"Fewer than half",1554,"false","Fewer than half","76-100",1,FALSE
44,"""monter""","""melelt""",42,1197,"More than half",2725,"false","More than half","41-50",0,FALSE
44,"""russer""","""huttle""",84,1376,"Many",1946,"true","Many","76-100",1,FALSE
44,"""ancits""","""smeath""",1,1818,"More than half",1132,"false","More than half","1-25",0,FALSE
44,"""cather""","""funder""",4,1216,"Many",1590,"false","Many","1-25",0,FALSE
44,"""menner""","""nandow""",52,1922,"Many",1118,"true","Many","51-60",1,FALSE
44,"""bameta""","""unzast""",19,1008,"Many",1038,"false","Many","1-25",0,FALSE
44,"""dorder""","""coggon""",63,1127,"More than half",1142,"true","More than half","61-75",1,FALSE
44,"""zetten""","""unfobs""",22,1372,"Few",3008,"true","Few","1-25",0,FALSE
44,"""strant""","""potind""",14,1478,"Most",1038,"false","Most","1-25",0,FALSE
44,"""dorder""","""coggon""",88,1064,"Fewer than half",1475,"false","Fewer than half","76-100",1,FALSE
44,"""dorder""","""coggon""",19,1300,"Many",2028,"false","Many","1-25",0,FALSE
44,"""tecker""","""biller""",21,2136,"Few",1505,"true","Few","1-25",0,FALSE
44,"""chulks""","""vulhor""",85,1042,"Few",1496,"false","Few","76-100",1,FALSE
44,"""strant""","""potind""",45,1266,"Fewer than half",2377,"true","Fewer than half","41-50",0,FALSE
44,"""devole""","""sholly""",79,1057,"Most",2384,"true","Most","76-100",1,FALSE
44,"""mecket""","""plumry""",88,1202,"Few",1457,"false","Few","76-100",1,FALSE
44,"""tiklet""","""hullaw""",36,2304,"Many",1693,"false","Many","26-40",0,FALSE
44,"""strant""","""potind""",25,771,"More than half",2111,"false","More than half","1-25",0,FALSE
44,"""chulks""","""vulhor""",18,709,"Most",1782,"false","Most","1-25",0,FALSE
44,"""clidge""","""hensly""",96,1041,"Few",1379,"false","Few","76-100",1,FALSE
44,"""beckel""","""racual""",27,884,"Most",4577,"false","Most","26-40",0,FALSE
44,"""pobbit""","""spippy""",91,821,"Few",1011,"false","Few","76-100",1,FALSE
44,"""coamin""","""mucond""",24,938,"Most",1672,"false","Most","1-25",0,FALSE
44,"""monter""","""melelt""",30,1242,"Fewer than half",1955,"true","Fewer than half","26-40",0,FALSE
44,"""boddle""","""molill""",75,1617,"Most",123,"true","Most","61-75",1,FALSE
44,"""jallem""","""sildal""",69,951,"More than half",2601,"true","More than half","61-75",1,FALSE
44,"""spunge""","""wenple""",7,1212,"Many",1110,"false","Many","1-25",0,FALSE
44,"""boddle""","""molill""",10,1222,"Many",1352,"false","Many","1-25",0,FALSE
44,"""gukbar""","""soarse""",48,1825,"Few",1048,"false","Few","41-50",1,FALSE
44,"""boddle""","""molill""",83,1172,"Few",930,"false","Few","76-100",1,FALSE
44,"""russer""","""huttle""",54,1206,"Few",1017,"false","Few","51-60",1,FALSE
44,"""pliper""","""sesare""",65,875,"Most",1016,"true","Most","61-75",1,FALSE
44,"""shamer""","""bloifs""",15,1568,"Fewer than half",1400,"true","Fewer than half","1-25",0,FALSE
44,"""tecker""","""biller""",63,1324,"Many",1572,"true","Many","61-75",1,FALSE
44,"""gukbar""","""soarse""",22,914,"Most",1159,"false","Most","1-25",0,FALSE
44,"""middor""","""drooty""",12,1167,"More than half",1255,"false","More than half","1-25",0,FALSE
44,"""monter""","""melelt""",64,1089,"Many",997,"true","Many","61-75",1,FALSE
44,"""kustle""","""reshix""",1,1139,"Few",813,"true","Few","1-25",0,FALSE
44,"""pluset""","""stubad""",68,1079,"Many",1200,"true","Many","61-75",1,FALSE
44,"""pengyl""","""sedest""",46,1263,"More than half",1216,"false","More than half","41-50",0,FALSE
44,"""kustle""","""reshix""",42,1009,"Fewer than half",1486,"true","Fewer than half","41-50",0,FALSE
