percent,qq,workerid,theta,resp,percent_cat
76,Most,7,0.999999875492548,1,61-80
76,Most,7,0.999999875492548,1,61-80
77,Most,7,0.999999902507874,1,61-80
77,Most,7,0.999999902507874,1,61-80
78,Most,7,0.999999923661481,1,61-80
78,Most,7,0.999999923661481,1,61-80
79,Most,7,0.999999940225229,1,61-80
79,Most,7,0.999999940225229,1,61-80
80,Most,7,0.999999953195015,1,61-80
80,Most,7,0.999999953195015,1,61-80
81,Most,7,0.999999963350648,1,81-100
81,Most,7,0.999999963350648,1,81-100
82,Most,7,0.999999971302736,1,81-100
82,Most,7,0.999999971302736,1,81-100
83,Most,7,0.9999999775294,1,81-100
83,Most,7,0.9999999775294,1,81-100
84,Most,7,0.999999982405017,1,81-100
84,Most,7,0.999999982405017,1,81-100
85,Most,7,0.999999986222734,1,81-100
85,Most,7,0.999999986222734,1,81-100
86,Most,7,0.999999989212092,1,81-100
86,Most,7,0.999999989212092,1,81-100
87,Most,7,0.999999991552827,1,81-100
87,Most,7,0.999999991552827,1,81-100
88,Most,7,0.999999993385674,1,81-100
88,Most,7,0.999999993385674,1,81-100
89,Most,7,0.999999994820835,1,81-100
89,Most,7,0.999999994820835,1,81-100
90,Most,7,0.999999995944598,1,81-100
90,Most,7,0.999999995944598,1,81-100
91,Most,7,0.999999996824529,1,81-100
91,Most,7,0.999999996824529,1,81-100
92,Most,7,0.999999997513535,1,81-100
92,Most,7,0.999999997513535,1,81-100
93,Most,7,0.999999998053042,1,81-100
93,Most,7,0.999999998053042,1,81-100
94,Most,7,0.999999998475488,1,81-100
94,Most,7,0.999999998475488,1,81-100
95,Most,7,0.999999998806273,1,81-100
95,Most,7,0.999999998806273,1,81-100
96,Most,7,0.999999999065285,1,81-100
96,Most,7,0.999999999065285,1,81-100
97,Most,7,0.999999999268097,1,81-100
97,Most,7,0.999999999268097,1,81-100
98,Most,7,0.999999999426904,1,81-100
98,Most,7,0.999999999426904,1,81-100
99,Most,7,0.999999999551253,1,81-100
99,Most,7,0.999999999551253,1,81-100
100,Most,7,0.999999999648621,1,81-100
100,Most,7,0.999999999648621,1,81-100
1,Most,8,0.00141807416835604,0,1-20
1,Most,8,0.00141807416835604,0,1-20
2,Most,8,0.00157447726081784,0,1-20
2,Most,8,0.00157447726081784,0,1-20
3,Most,8,0.00174810025986093,0,1-20
3,Most,8,0.00174810025986093,0,1-20
4,Most,8,0.00194083204377288,0,1-20
4,Most,8,0.00194083204377288,0,1-20
5,Most,8,0.00215476705111039,0,1-20
5,Most,8,0.00215476705111039,0,1-20
6,Most,8,0.0023922272710979,0,1-20
6,Most,8,0.0023922272710979,0,1-20
7,Most,8,0.00265578649788498,0,1-20
7,Most,8,0.00265578649788498,0,1-20
8,Most,8,0.0029482970608717,0,1-20
8,Most,8,0.0029482970608717,0,1-20
9,Most,8,0.00327291925817071,0,1-20
9,Most,8,0.00327291925817071,0,1-20
10,Most,8,0.00363315373486566,0,1-20
10,Most,8,0.00363315373486566,0,1-20
11,Most,8,0.00403287706160312,0,1-20
11,Most,8,0.00403287706160312,0,1-20
12,Most,8,0.00447638078164522,0,1-20
12,Most,8,0.00447638078164522,0,1-20
13,Most,8,0.00496841420507036,0,1-20
13,Most,8,0.00496841420507036,0,1-20
14,Most,8,0.00551423123640067,0,1-20
14,Most,8,0.00551423123640067,0,1-20
15,Most,8,0.00611964152537422,0,1-20
15,Most,8,0.00611964152537422,0,1-20
16,Most,8,0.00679106622839412,1,1-20
16,Most,8,0.00679106622839412,0,1-20
17,Most,8,0.00753559865855385,0,1-20
17,Most,8,0.00753559865855385,0,1-20
18,Most,8,0.00836107008282702,0,1-20
18,Most,8,0.00836107008282702,0,1-20
19,Most,8,0.00927612089330552,0,1-20
19,Most,8,0.00927612089330552,0,1-20
20,Most,8,0.0102902773319995,0,1-20
20,Most,8,0.0102902773319995,0,1-20
21,Most,8,0.0114140338817639,0,21-40
21,Most,8,0.0114140338817639,0,21-40
22,Most,8,0.0126589413447554,0,21-40
22,Most,8,0.0126589413447554,0,21-40
23,Most,8,0.0140377005090175,0,21-40
23,Most,8,0.0140377005090175,0,21-40
24,Most,8,0.0155642611470526,0,21-40
24,Most,8,0.0155642611470526,0,21-40
25,Most,8,0.0172539258903714,0,21-40
25,Most,8,0.0172539258903714,0,21-40
26,Most,8,0.0191234582729342,0,21-40
26,Most,8,0.0191234582729342,0,21-40
27,Most,8,0.021191193925195,0,21-40
27,Most,8,0.021191193925195,0,21-40
28,Most,8,0.0234771535195657,0,21-40
28,Most,8,0.0234771535195657,0,21-40
29,Most,8,0.0260031556075712,0,21-40
29,Most,8,0.0260031556075712,0,21-40
30,Most,8,0.0287929269389458,0,21-40
30,Most,8,0.0287929269389458,0,21-40
31,Most,8,0.0318722072043841,0,21-40
31,Most,8,0.0318722072043841,0,21-40
32,Most,8,0.0352688443894307,0,21-40
32,Most,8,0.0352688443894307,0,21-40
33,Most,8,0.0390128760630899,0,21-40
33,Most,8,0.0390128760630899,0,21-40
34,Most,8,0.0431365909522802,0,21-40
34,Most,8,0.0431365909522802,0,21-40
35,Most,8,0.0476745640807935,0,21-40
35,Most,8,0.0476745640807935,0,21-40
36,Most,8,0.0526636575978665,0,21-40
36,Most,8,0.0526636575978665,0,21-40
37,Most,8,0.0581429782196423,0,21-40
37,Most,8,0.0581429782196423,1,21-40
38,Most,8,0.0641537810073265,0,21-40
38,Most,8,0.0641537810073265,0,21-40
39,Most,8,0.0707393080815142,0,21-40
39,Most,8,0.0707393080815142,0,21-40
40,Most,8,0.0779445499220443,0,21-40
40,Most,8,0.0779445499220443,0,21-40
41,Most,8,0.0858159162557655,0,41-60
41,Most,8,0.0858159162557655,0,41-60
42,Most,8,0.0944008033515054,0,41-60
42,Most,8,0.0944008033515054,0,41-60
43,Most,8,0.103747045014249,1,41-60
43,Most,8,0.103747045014249,0,41-60
44,Most,8,0.113902235917237,0,41-60
44,Most,8,0.113902235917237,1,41-60
45,Most,8,0.124912918365258,0,41-60
45,Most,8,0.124912918365258,0,41-60
46,Most,8,0.136823627376,0,41-60
46,Most,8,0.136823627376,0,41-60
47,Most,8,0.149675794300419,0,41-60
47,Most,8,0.149675794300419,0,41-60
48,Most,8,0.163506516212458,0,41-60
48,Most,8,0.163506516212458,0,41-60
49,Most,8,0.178347207005558,1,41-60
49,Most,8,0.178347207005558,0,41-60
50,Most,8,0.194222156397343,0,41-60
50,Most,8,0.194222156397343,0,41-60
51,Most,8,0.211147034508191,1,41-60
51,Most,8,0.211147034508191,0,41-60
52,Most,8,0.229127391730781,0,41-60
52,Most,8,0.229127391730781,0,41-60
53,Most,8,0.248157215353786,1,41-60
53,Most,8,0.248157215353786,0,41-60
54,Most,8,0.268217614686727,0,41-60
54,Most,8,0.268217614686727,0,41-60
55,Most,8,0.289275713894508,0,41-60
55,Most,8,0.289275713894508,0,41-60
56,Most,8,0.311283834944483,1,41-60
56,Most,8,0.311283834944483,1,41-60
57,Most,8,0.334179050642221,1,41-60
57,Most,8,0.334179050642221,0,41-60
58,Most,8,0.357883178640245,0,41-60
58,Most,8,0.357883178640245,0,41-60
59,Most,8,0.38230327104831,0,41-60
59,Most,8,0.38230327104831,0,41-60
60,Most,8,0.407332631110583,1,41-60
60,Most,8,0.407332631110583,1,41-60
61,Most,8,0.432852359489996,1,61-80
61,Most,8,0.432852359489996,0,61-80
62,Most,8,0.458733400059874,1,61-80
62,Most,8,0.458733400059874,0,61-80
63,Most,8,0.484839021553072,0,61-80
63,Most,8,0.484839021553072,1,61-80
64,Most,8,0.511027640224895,0,61-80
64,Most,8,0.511027640224895,0,61-80
65,Most,8,0.537155863150953,1,61-80
65,Most,8,0.537155863150953,0,61-80
66,Most,8,0.563081614767396,0,61-80
66,Most,8,0.563081614767396,0,61-80
67,Most,8,0.588667202745463,0,61-80
67,Most,8,0.588667202745463,1,61-80
68,Most,8,0.613782184045833,0,61-80
68,Most,8,0.613782184045833,1,61-80
69,Most,8,0.638305907457704,0,61-80
69,Most,8,0.638305907457704,1,61-80
70,Most,8,0.662129633289543,0,61-80
70,Most,8,0.662129633289543,1,61-80
71,Most,8,0.685158161392894,0,61-80
71,Most,8,0.685158161392894,1,61-80
72,Most,8,0.707310932102007,0,61-80
72,Most,8,0.707310932102007,1,61-80
73,Most,8,0.728522597658503,0,61-80
73,Most,8,0.728522597658503,1,61-80
74,Most,8,0.748743091360032,0,61-80
74,Most,8,0.748743091360032,1,61-80
75,Most,8,0.767937245844756,1,61-80
75,Most,8,0.767937245844756,1,61-80
76,Most,8,0.786084029308718,0,61-80
76,Most,8,0.786084029308718,1,61-80
77,Most,8,0.803175478660196,1,61-80
77,Most,8,0.803175478660196,0,61-80
78,Most,8,0.819215412036092,1,61-80
78,Most,8,0.819215412036092,1,61-80
79,Most,8,0.834218000713792,1,61-80
79,Most,8,0.834218000713792,1,61-80
80,Most,8,0.848206273568172,0,61-80
80,Most,8,0.848206273568172,0,61-80
81,Most,8,0.861210617290924,1,81-100
81,Most,8,0.861210617290924,1,81-100
82,Most,8,0.873267323991011,1,81-100
82,Most,8,0.873267323991011,0,81-100
83,Most,8,0.88441722572546,1,81-100
83,Most,8,0.88441722572546,1,81-100
84,Most,8,0.89470444390477,1,81-100
84,Most,8,0.89470444390477,1,81-100
85,Most,8,0.904175271033941,1,81-100
85,Most,8,0.904175271033941,1,81-100
86,Most,8,0.912877193282823,0,81-100
86,Most,8,0.912877193282823,1,81-100
87,Most,8,0.92085805509999,1,81-100
87,Most,8,0.92085805509999,1,81-100
88,Most,8,0.928165361492402,1,81-100
88,Most,8,0.928165361492402,1,81-100
89,Most,8,0.934845709568397,1,81-100
89,Most,8,0.934845709568397,1,81-100
90,Most,8,0.940944338290588,1,81-100
90,Most,8,0.940944338290588,1,81-100
91,Most,8,0.946504783879311,1,81-100
91,Most,8,0.946504783879311,1,81-100
92,Most,8,0.951568627711627,1,81-100
92,Most,8,0.951568627711627,1,81-100
93,Most,8,0.956175323653953,1,81-100
93,Most,8,0.956175323653953,1,81-100
94,Most,8,0.96036209235161,1,81-100
94,Most,8,0.96036209235161,1,81-100
95,Most,8,0.964163870910228,1,81-100
95,Most,8,0.964163870910228,1,81-100
96,Most,8,0.967613307508071,1,81-100
96,Most,8,0.967613307508071,1,81-100
97,Most,8,0.970740791671415,0,81-100
97,Most,8,0.970740791671415,1,81-100
98,Most,8,0.973574512150472,1,81-100
98,Most,8,0.973574512150472,1,81-100
99,Most,8,0.976140535497104,1,81-100
99,Most,8,0.976140535497104,1,81-100
100,Most,8,0.9784628995324,1,81-100
100,Most,8,0.9784628995324,1,81-100
1,Most,9,2.22044604925031e-16,0,1-20
1,Most,9,2.22044604925031e-16,0,1-20
2,Most,9,1.95726460232157e-13,0,1-20
2,Most,9,1.95726460232157e-13,0,1-20
3,Most,9,8.86129808019886e-13,0,1-20
3,Most,9,8.86129808019886e-13,0,1-20
4,Most,9,4.01185427728101e-12,0,1-20
4,Most,9,4.01185427728101e-12,0,1-20
5,Most,9,1.81632246159574e-11,0,1-20
5,Most,9,1.81632246159574e-11,0,1-20
6,Most,9,8.22319819295233e-11,0,1-20
6,Most,9,8.22319819295233e-11,0,1-20
7,Most,9,3.72296164007596e-10,0,1-20
7,Most,9,3.72296164007596e-10,0,1-20
8,Most,9,1.68552952684206e-09,0,1-20
8,Most,9,1.68552952684206e-09,0,1-20
9,Most,9,7.63104766407985e-09,0,1-20
9,Most,9,7.63104766407985e-09,0,1-20
10,Most,9,3.45487197363385e-08,0,1-20
10,Most,9,3.45487197363385e-08,0,1-20
11,Most,9,1.56415471981124e-07,0,1-20
11,Most,9,1.56415471981124e-07,0,1-20
12,Most,9,7.08153284539857e-07,0,1-20
12,Most,9,7.08153284539857e-07,0,1-20
13,Most,9,3.20607732774775e-06,0,1-20
13,Most,9,3.20607732774775e-06,0,1-20
14,Most,9,1.45149948291142e-05,0,1-20
14,Most,9,1.45149948291142e-05,0,1-20
15,Most,9,6.57116623695533e-05,0,1-20
15,Most,9,6.57116623695533e-05,0,1-20
16,Most,9,0.00029743331009062,0,1-20
16,Most,9,0.00029743331009062,0,1-20
17,Most,9,0.00134518495524324,0,1-20
17,Most,9,0.00134518495524324,0,1-20
18,Most,9,0.00606141411349306,0,1-20
18,Most,9,0.00606141411349306,0,1-20
19,Most,9,0.0268679171203535,0,1-20
19,Most,9,0.0268679171203535,0,1-20
20,Most,9,0.111111111109958,0,1-20
20,Most,9,0.111111111109958,0,1-20
21,Most,9,0.361399246952696,0,21-40
21,Most,9,0.361399246952696,0,21-40
22,Most,9,0.71927116228595,1,21-40
22,Most,9,0.71927116228595,1,21-40
23,Most,9,0.92063415271725,1,21-40
23,Most,9,0.92063415271725,1,21-40
24,Most,9,0.981314404422022,1,21-40
24,Most,9,0.981314404422022,1,21-40
25,Most,9,0.995811792096782,1,21-40
25,Most,9,0.995811792096782,1,21-40
26,Most,9,0.999071889037042,1,21-40
26,Most,9,0.999071889037042,1,21-40
27,Most,9,0.999794852487303,1,21-40
27,Most,9,0.999794852487303,1,21-40
28,Most,9,0.99995468021167,1,21-40
28,Most,9,0.99995468021167,1,21-40
29,Most,9,0.999989989508438,1,21-40
29,Most,9,0.999989989508438,1,21-40
30,Most,9,0.99999778888675,1,21-40
30,Most,9,0.99999778888675,1,21-40
31,Most,9,0.999999511613184,1,21-40
31,Most,9,0.999999511613184,1,21-40
32,Most,9,0.999999892126122,1,21-40
32,Most,9,0.999999892126122,1,21-40
33,Most,9,0.999999976173046,1,21-40
33,Most,9,0.999999976173046,1,21-40
34,Most,9,0.999999994737153,1,21-40
34,Most,9,0.999999994737153,1,21-40
35,Most,9,0.999999998837554,1,21-40
35,Most,9,0.999999998837554,1,21-40
36,Most,9,0.999999999743241,1,21-40
36,Most,9,0.999999999743241,1,21-40
37,Most,9,0.999999999943288,1,21-40
37,Most,9,0.999999999943288,1,21-40
38,Most,9,0.999999999987473,1,21-40
38,Most,9,0.999999999987473,1,21-40
39,Most,9,0.999999999997233,1,21-40
39,Most,9,0.999999999997233,1,21-40
40,Most,9,0.999999999999389,1,21-40
40,Most,9,0.999999999999389,1,21-40
41,Most,9,0.999999999999865,1,41-60
41,Most,9,0.999999999999865,1,41-60
42,Most,9,1,1,41-60
42,Most,9,1,1,41-60
43,Most,9,1,1,41-60
43,Most,9,1,1,41-60
44,Most,9,1,1,41-60
44,Most,9,1,1,41-60
45,Most,9,1,1,41-60
45,Most,9,1,1,41-60
46,Most,9,1,1,41-60
46,Most,9,1,1,41-60
47,Most,9,1,1,41-60
47,Most,9,1,1,41-60
48,Most,9,1,1,41-60
48,Most,9,1,1,41-60
49,Most,9,1,1,41-60
49,Most,9,1,1,41-60
50,Most,9,1,1,41-60
50,Most,9,1,1,41-60
51,Most,9,1,1,41-60
51,Most,9,1,1,41-60
52,Most,9,1,1,41-60
52,Most,9,1,1,41-60
53,Most,9,1,1,41-60
53,Most,9,1,1,41-60
54,Most,9,1,1,41-60
54,Most,9,1,1,41-60
55,Most,9,1,1,41-60
55,Most,9,1,1,41-60
56,Most,9,1,1,41-60
56,Most,9,1,1,41-60
57,Most,9,1,1,41-60
57,Most,9,1,1,41-60
58,Most,9,1,1,41-60
58,Most,9,1,1,41-60
59,Most,9,1,1,41-60
59,Most,9,1,1,41-60
60,Most,9,1,1,41-60
60,Most,9,1,1,41-60
61,Most,9,1,1,61-80
61,Most,9,1,1,61-80
62,Most,9,1,1,61-80
62,Most,9,1,1,61-80
63,Most,9,1,1,61-80
63,Most,9,1,1,61-80
64,Most,9,1,1,61-80
64,Most,9,1,1,61-80
65,Most,9,1,1,61-80
65,Most,9,1,1,61-80
66,Most,9,1,1,61-80
66,Most,9,1,1,61-80
67,Most,9,1,1,61-80
67,Most,9,1,1,61-80
68,Most,9,1,1,61-80
68,Most,9,1,1,61-80
69,Most,9,1,1,61-80
69,Most,9,1,1,61-80
70,Most,9,1,1,61-80
70,Most,9,1,1,61-80
71,Most,9,1,1,61-80
71,Most,9,1,1,61-80
72,Most,9,1,1,61-80
72,Most,9,1,1,61-80
73,Most,9,1,1,61-80
73,Most,9,1,1,61-80
74,Most,9,1,1,61-80
74,Most,9,1,1,61-80
75,Most,9,1,1,61-80
75,Most,9,1,1,61-80
76,Most,9,1,1,61-80
76,Most,9,1,1,61-80
77,Most,9,1,1,61-80
77,Most,9,1,1,61-80
78,Most,9,1,1,61-80
78,Most,9,1,1,61-80
79,Most,9,1,1,61-80
79,Most,9,1,1,61-80
80,Most,9,1,1,61-80
80,Most,9,1,1,61-80
81,Most,9,1,1,81-100
81,Most,9,1,1,81-100
82,Most,9,1,1,81-100
82,Most,9,1,1,81-100
83,Most,9,1,1,81-100
83,Most,9,1,1,81-100
84,Most,9,1,1,81-100
84,Most,9,1,1,81-100
85,Most,9,1,1,81-100
85,Most,9,1,1,81-100
86,Most,9,1,1,81-100
86,Most,9,1,1,81-100
87,Most,9,1,1,81-100
87,Most,9,1,1,81-100
88,Most,9,1,1,81-100
88,Most,9,1,1,81-100
89,Most,9,1,1,81-100
89,Most,9,1,1,81-100
90,Most,9,1,1,81-100
90,Most,9,1,1,81-100
91,Most,9,1,1,81-100
91,Most,9,1,1,81-100
92,Most,9,1,1,81-100
92,Most,9,1,1,81-100
93,Most,9,1,1,81-100
93,Most,9,1,1,81-100
94,Most,9,1,1,81-100
94,Most,9,1,1,81-100
95,Most,9,1,1,81-100
95,Most,9,1,1,81-100
96,Most,9,1,1,81-100
96,Most,9,1,1,81-100
97,Most,9,1,1,81-100
97,Most,9,1,1,81-100
98,Most,9,1,1,81-100
98,Most,9,1,1,81-100
99,Most,9,1,1,81-100
99,Most,9,1,1,81-100
100,Most,9,1,1,81-100
100,Most,9,1,1,81-100
1,Most,10,0.0452194621303981,0,1-20
1,Most,10,0.0452194621303981,0,1-20
2,Most,10,0.0498784546725649,0,1-20
2,Most,10,0.0498784546725649,0,1-20
3,Most,10,0.0549898201241624,0,1-20
3,Most,10,0.0549898201241624,0,1-20
4,Most,10,0.0605915763538299,0,1-20
4,Most,10,0.0605915763538299,0,1-20
5,Most,10,0.0667236865602955,0,1-20
5,Most,10,0.0667236865602955,0,1-20
6,Most,10,0.0734278827861392,0,1-20
6,Most,10,0.0734278827861392,0,1-20
7,Most,10,0.0807474149306672,0,1-20
7,Most,10,0.0807474149306672,0,1-20
8,Most,10,0.0887267136403832,0,1-20
8,Most,10,0.0887267136403832,0,1-20
9,Most,10,0.0974109555015106,0,1-20
9,Most,10,0.0974109555015106,0,1-20
10,Most,10,0.106845519635274,0,1-20
10,Most,10,0.106845519635274,0,1-20
11,Most,10,0.117075326292777,1,1-20
11,Most,10,0.117075326292777,0,1-20
12,Most,10,0.128144050560037,0,1-20
12,Most,10,0.128144050560037,0,1-20
13,Most,10,0.140093208003585,1,1-20
13,Most,10,0.140093208003585,0,1-20
14,Most,10,0.152961114167827,0,1-20
14,Most,10,0.152961114167827,1,1-20
15,Most,10,0.166781726365437,0,1-20
15,Most,10,0.166781726365437,0,1-20
16,Most,10,0.181583384165026,0,1-20
16,Most,10,0.181583384165026,1,1-20
17,Most,10,0.197387474212233,0,1-20
17,Most,10,0.197387474212233,0,1-20
18,Most,10,0.21420705516941,1,1-20
18,Most,10,0.21420705516941,1,1-20
19,Most,10,0.232045489054489,0,1-20
19,Most,10,0.232045489054489,1,1-20
20,Most,10,0.250895135300213,0,1-20
20,Most,10,0.250895135300213,0,1-20
21,Most,10,0.270736172428024,1,21-40
21,Most,10,0.270736172428024,1,21-40
22,Most,10,0.291535618171308,0,21-40
22,Most,10,0.291535618171308,0,21-40
23,Most,10,0.31324662097803,0,21-40
23,Most,10,0.31324662097803,0,21-40
24,Most,10,0.335808092962548,0,21-40
24,Most,10,0.335808092962548,0,21-40
25,Most,10,0.359144745734166,1,21-40
25,Most,10,0.359144745734166,0,21-40
26,Most,10,0.383167575753766,0,21-40
26,Most,10,0.383167575753766,1,21-40
27,Most,10,0.407774825247254,0,21-40
27,Most,10,0.407774825247254,0,21-40
28,Most,10,0.432853419263777,0,21-40
28,Most,10,0.432853419263777,0,21-40
29,Most,10,0.458280850975889,1,21-40
29,Most,10,0.458280850975889,1,21-40
30,Most,10,0.483927458162343,0,21-40
30,Most,10,0.483927458162343,1,21-40
31,Most,10,0.509659006743376,1,21-40
31,Most,10,0.509659006743376,1,21-40
32,Most,10,0.535339475026486,1,21-40
32,Most,10,0.535339475026486,0,21-40
33,Most,10,0.560833917373934,0,21-40
33,Most,10,0.560833917373934,1,21-40
34,Most,10,0.586011279999149,1,21-40
34,Most,10,0.586011279999149,0,21-40
35,Most,10,0.610747045224143,1,21-40
35,Most,10,0.610747045224143,0,21-40
36,Most,10,0.634925593368707,0,21-40
36,Most,10,0.634925593368707,0,21-40
37,Most,10,0.658442192044947,1,21-40
37,Most,10,0.658442192044947,1,21-40
38,Most,10,0.681204548741854,1,21-40
38,Most,10,0.681204548741854,0,21-40
39,Most,10,0.703133891485807,1,21-40
39,Most,10,0.703133891485807,1,21-40
40,Most,10,0.724165571262318,1,21-40
40,Most,10,0.724165571262318,1,21-40
41,Most,10,0.744249206278176,1,41-60
41,Most,10,0.744249206278176,1,41-60
42,Most,10,0.763348410093189,1,41-60
42,Most,10,0.763348410093189,1,41-60
43,Most,10,0.78144016193943,1,41-60
43,Most,10,0.78144016193943,1,41-60
44,Most,10,0.7985138877072,1,41-60
44,Most,10,0.7985138877072,0,41-60
45,Most,10,0.814570324316831,1,41-60
45,Most,10,0.814570324316831,0,41-60
46,Most,10,0.829620239239704,1,41-60
46,Most,10,0.829620239239704,1,41-60
47,Most,10,0.843683071837837,1,41-60
47,Most,10,0.843683071837837,1,41-60
48,Most,10,0.856785555161753,1,41-60
48,Most,10,0.856785555161753,1,41-60
49,Most,10,0.868960367069562,1,41-60
49,Most,10,0.868960367069562,1,41-60
50,Most,10,0.880244849064368,0,41-60
50,Most,10,0.880244849064368,1,41-60
51,Most,10,0.890679820949341,1,41-60
51,Most,10,0.890679820949341,1,41-60
52,Most,10,0.900308509898122,1,41-60
52,Most,10,0.900308509898122,1,41-60
53,Most,10,0.909175604236879,1,41-60
53,Most,10,0.909175604236879,1,41-60
54,Most,10,0.917326435340366,1,41-60
54,Most,10,0.917326435340366,1,41-60
55,Most,10,0.924806285607086,1,41-60
55,Most,10,0.924806285607086,1,41-60
56,Most,10,0.931659816431957,1,41-60
56,Most,10,0.931659816431957,1,41-60
57,Most,10,0.937930607297205,1,41-60
57,Most,10,0.937930607297205,1,41-60
58,Most,10,0.943660795370863,1,41-60
58,Most,10,0.943660795370863,1,41-60
59,Most,10,0.948890804139829,1,41-60
59,Most,10,0.948890804139829,1,41-60
60,Most,10,0.95365914941816,1,41-60
60,Most,10,0.95365914941816,1,41-60
61,Most,10,0.958002311385045,1,61-80
61,Most,10,0.958002311385045,1,61-80
62,Most,10,0.961954661968301,1,61-80
62,Most,10,0.961954661968301,1,61-80
63,Most,10,0.965548437772046,1,61-80
63,Most,10,0.965548437772046,1,61-80
64,Most,10,0.968813749751054,1,61-80
64,Most,10,0.968813749751054,1,61-80
65,Most,10,0.97177862188288,1,61-80
65,Most,10,0.97177862188288,1,61-80
66,Most,10,0.974469052126313,1,61-80
66,Most,10,0.974469052126313,1,61-80
67,Most,10,0.976909089942875,1,61-80
67,Most,10,0.976909089942875,1,61-80
68,Most,10,0.979120925572302,1,61-80
68,Most,10,0.979120925572302,1,61-80
69,Most,10,0.981124987079584,1,61-80
69,Most,10,0.981124987079584,1,61-80
70,Most,10,0.982940041924473,1,61-80
70,Most,10,0.982940041924473,1,61-80
71,Most,10,0.984583300444302,1,61-80
71,Most,10,0.984583300444302,1,61-80
72,Most,10,0.986070519191471,1,61-80
72,Most,10,0.986070519191471,1,61-80
73,Most,10,0.987416102534364,1,61-80
73,Most,10,0.987416102534364,1,61-80
74,Most,10,0.988633201322369,1,61-80
74,Most,10,0.988633201322369,1,61-80
75,Most,10,0.989733807740597,1,61-80
75,Most,10,0.989733807740597,1,61-80
76,Most,10,0.990728845745871,1,61-80
76,Most,10,0.990728845745871,1,61-80
77,Most,10,0.991628256690886,1,61-80
77,Most,10,0.991628256690886,1,61-80
78,Most,10,0.992441079915335,1,61-80
78,Most,10,0.992441079915335,1,61-80
79,Most,10,0.993175528218114,1,61-80
79,Most,10,0.993175528218114,1,61-80
80,Most,10,0.993839058229469,1,61-80
80,Most,10,0.993839058229469,1,61-80
81,Most,10,0.994438435781366,1,81-100
81,Most,10,0.994438435781366,1,81-100
82,Most,10,0.994979796433041,1,81-100
82,Most,10,0.994979796433041,1,81-100
83,Most,10,0.995468701350529,1,81-100
83,Most,10,0.995468701350529,1,81-100
84,Most,10,0.995910188767256,1,81-100
84,Most,10,0.995910188767256,1,81-100
85,Most,10,0.996308821270323,1,81-100
85,Most,10,0.996308821270323,1,81-100
86,Most,10,0.996668729166206,1,81-100
86,Most,10,0.996668729166206,1,81-100
87,Most,10,0.996993650182119,1,81-100
87,Most,10,0.996993650182119,1,81-100
88,Most,10,0.997286965756891,1,81-100
88,Most,10,0.997286965756891,1,81-100
89,Most,10,0.997551734169061,1,81-100
89,Most,10,0.997551734169061,1,81-100
90,Most,10,0.997790720741083,1,81-100
90,Most,10,0.997790720741083,1,81-100
91,Most,10,0.998006425347865,1,81-100
91,Most,10,0.998006425347865,1,81-100
92,Most,10,0.998201107445997,1,81-100
92,Most,10,0.998201107445997,1,81-100
93,Most,10,0.998376808827435,1,81-100
93,Most,10,0.998376808827435,1,81-100
94,Most,10,0.998535374288519,1,81-100
94,Most,10,0.998535374288519,1,81-100
95,Most,10,0.998678470392311,1,81-100
95,Most,10,0.998678470392311,1,81-100
96,Most,10,0.998807602489582,1,81-100
96,Most,10,0.998807602489582,1,81-100
97,Most,10,0.998924130151453,1,81-100
97,Most,10,0.998924130151453,1,81-100
98,Most,10,0.999029281154927,1,81-100
98,Most,10,0.999029281154927,1,81-100
99,Most,10,0.999124164151324,1,81-100
99,Most,10,0.999124164151324,1,81-100
100,Most,10,0.999209780137031,1,81-100
100,Most,10,0.999209780137031,1,81-100
1,Most,11,0.000246376866055263,0,1-20
1,Most,11,0.000246376866055263,0,1-20
2,Most,11,0.00131361117615349,0,1-20
2,Most,11,0.00131361117615349,0,1-20
3,Most,11,0.00697156295049293,0,1-20
3,Most,11,0.00697156295049293,0,1-20
4,Most,11,0.0361179525600438,0,1-20
4,Most,11,0.0361179525600438,0,1-20
5,Most,11,0.16666666666669,0,1-20
5,Most,11,0.16666666666669,0,1-20
6,Most,11,0.516319966285573,0,1-20
6,Most,11,0.516319966285573,1,1-20
7,Most,11,0.850692658897011,1,1-20
7,Most,11,0.850692658897011,1,1-20
8,Most,11,0.968163421833532,1,1-20
8,Most,11,0.968163421833532,1,1-20
9,Most,11,0.99387678519201,1,1-20
9,Most,11,0.99387678519201,1,1-20
10,Most,11,0.998847037530735,1,1-20
10,Most,11,0.998847037530735,1,1-20
11,Most,11,0.999783782168007,1,1-20
11,Most,11,0.999783782168007,1,1-20
12,Most,11,0.999959483020642,1,1-20
12,Most,11,0.999959483020642,1,1-20
13,Most,11,0.999992408622366,1,1-20
13,Most,11,0.999992408622366,1,1-20
14,Most,11,0.999998577695739,1,1-20
14,Most,11,0.999998577695739,1,1-20
15,Most,11,0.999999733521454,1,1-20
15,Most,11,0.999999733521454,1,1-20
16,Most,11,0.999999950073447,1,1-20
16,Most,11,0.999999950073447,1,1-20
17,Most,11,0.999999990645925,1,1-20
17,Most,11,0.999999990645925,1,1-20
18,Most,11,0.999999998247451,1,1-20
18,Most,11,0.999999998247451,1,1-20
19,Most,11,0.999999999671648,1,1-20
19,Most,11,0.999999999671648,1,1-20
20,Most,11,0.999999999938481,1,1-20
